Police;MontantAvoir
1000110156;0
1000110157;0
1000110158;0
1000110159;0
1000110160;167
1000110161;0
1000110162;0
1000110163;0
1000110164;3490
1000110165;0
1000110166;0
1000110167;0
1000110168;0
1000110169;61
1000110170;31
1000110171;124
1000110172;0
1000110173;0
1000110174;0
1000110175;0
1000110176;1
1000110177;0
1000110178;16
1000110179;0
1000110180;0
1000110181;0
1000110182;0
1000110183;0
1000110184;28
1000110185;189
1000110186;0
1000110187;0
1000110188;0
1000110189;0
1000110190;99
1000110191;11
1000110192;0
1000110193;0
1000110194;0
1000110195;0
1000110196;0
1000110198;0
1000110199;34
1000110200;67
1000110201;0
1000110202;0
1000110203;68
1000110204;3615
1000110205;8750
1000110206;0
1000110207;0
1000110208;24
1000110209;0
1000110210;116
1000110211;0
1000110212;0
1000110213;0
1000110214;0
1000110216;0
1000110217;198
1000110218;22
1000110219;0
1000110220;9573
1000110221;71
1000110222;193
1000110223;0
1000110224;0
1000110225;0
1000110226;49
1000110227;0
1000110228;0
1000110229;0
1000110230;0
1000110231;36
1000110232;0
1000110233;93
1000110234;0
1000110235;0
1000110236;0
1000110237;245
1000110238;771
1000110239;0
1000110240;150
1000110241;0
1000110242;0
1000110243;0
1000110244;0
1000110245;0
1000110247;100
1000110248;0
1000110249;0
1000110250;0
1000110251;0
1000110252;0
1000110253;31
1000110254;0
1000110255;4
1000110256;5
1000110257;0
1000110258;21
1000110259;0
1000110260;0
1000110261;40
1000110262;215
1000110263;0
1000110264;0
1000110265;0
1000110266;0
1000110267;22
1000110268;0
1000110269;20
1000110270;0
1000110271;0
1000110272;0
1000110273;0
1000110274;34
1000110275;0
1000110276;17
1000110277;0
1000110278;0
1000110279;0
1000110280;0
1000110281;20
1000110282;0
1000110283;114
1000110284;0
1000110285;107
1000110286;28
1000110287;0
1000110288;85
1000110289;0
1000110290;0
1000110291;0
1000110292;89
1000110293;18
1000110294;16
1000110295;9
1000110296;26
1000110297;0
1000110298;246
1000110299;4
1000110300;0
1000110301;0
1000110302;50
1000110303;0
1000110304;95
1000110305;0
1000110306;12
1000110307;0
1000110308;0
1000110309;0
1000110310;0
1000110311;0
1000110312;0
1000110313;0
1000110314;0
1000110315;132
1000110316;0
1000110317;0
1000110318;0
1000110319;39
1000110320;54
1000110321;0
1000110322;5
1000110323;0
1000110324;24
1000110325;32
1000110326;2081
1000110327;0
1000110328;0
1000110329;48
1000110330;0
1000110331;0
1000110332;0
1000110333;20
1000110334;24
1000110335;617
1000110336;0
1000110337;0
1000110338;106
1000110339;0
1000110340;0
1000110341;52
1000110342;0
1000110343;42
1000110344;93
1000110345;0
1000110346;0
1000110347;0
1000110348;0
1000110349;0
1000110350;0
1000110351;0
1000110352;0
1000110353;0
1000110354;0
1000110355;0
1000110356;0
1000110357;0
1000110358;0
1000110359;1475
1000110360;0
1000110361;0
1000110362;38
1000110363;0
1000110364;26
1000110365;0
1000110366;0
1000110367;246
1000110368;151
1000110369;0
1000110370;0
1000110371;151
1000110372;110
1000110373;0
1000110374;0
1000110375;58
1000110376;0
1000110377;66
1000110378;14
1000110379;0
1000110380;0
1000110381;190
1000110382;7
1000110383;583
1000110384;90
1000110385;0
1000110386;0
1000110387;0
1000110388;0
1000110389;0
1000110390;30
1000110391;0
1000110392;0
1000110393;62
1000110394;0
1000110395;142
1000110396;0
1000110397;212
1000110398;49
1000110399;57
1000110400;93
1000110401;44
1000110402;0
1000110403;37
1000110404;0
1000110405;271
1000110406;0
1000110407;0
1000110408;0
1000110409;0
1000110410;0
1000110411;93
1000110412;0
1000110413;0
1000110414;0
1000110415;0
1000110416;0
1000110417;0
1000110418;16
1000110419;0
1000110420;31
1000110421;79
1000110422;22
1000110423;0
1000110424;0
1000110425;21
1000110426;0
1000110427;0
1000110428;0
1000110429;0
1000110430;0
1000110431;69
1000110432;0
1000110433;0
1000110434;0
1000110435;0
1000110436;189
1000110437;17
1000110438;213
1000110439;15
1000110440;0
1000110441;0
1000110442;0
1000110443;0
1000110444;25
1000110445;0
1000110446;159
1000110447;0
1000110448;0
1000110449;32
1000110450;0
1000110451;99
1000110452;0
1000110453;0
1000110454;83
1000110455;0
1000110456;57
1000110457;0
1000110459;0
1000110460;0
1000110461;16
1000110462;0
1000110463;0
1000110464;0
1000110465;0
1000110466;119
1000110467;27
1000110468;3
1000110469;0
1000110470;8
1000110471;239
1000110472;0
1000110473;318
1000110474;88
1000110475;0
1000110476;0
1000110477;0
1000110478;1080
1000110479;162
1000110480;0
1000110481;0
1000110482;16
1000110483;0
1000110485;18
1000110486;23
1000110487;0
1000110488;0
1000110489;20
1000110490;0
1000110491;0
1000110492;0
1000110493;0
1000110494;0
1000110495;109
1000110496;0
1000110497;0
1000110499;0
1000110500;0
1000110501;0
1000110502;25
1000110503;0
1000110504;0
1000110505;12
1000110506;0
1000110507;0
1000110508;0
1000110509;0
1000110510;0
1000110511;0
1000110512;0
1000110513;8
1000110514;51
1000110515;38
1000110516;0
1000110517;11
1000110518;0
1000110519;350
1000110520;0
1000110521;30
1000110522;190
1000110523;0
1000110524;0
1000110525;0
1000110526;0
1000110527;0
1000110528;0
1000110529;16
1000110530;0
1000110531;0
1000110532;0
1000110533;100
1000110534;1060
1000110535;176
1000110536;0
1000110537;332
1000110538;12
1000110539;16
1000110540;0
1000110541;0
1000110542;49
1000110543;65
1000110544;5
1000110545;126
1000110546;714
1000110547;126
1000110548;249
1000110549;0
1000110551;0
1000110552;0
1000110553;47
1000110555;35
1000110556;0
1000110557;0
1000110558;0
1000110559;0
1000110560;24
1000110561;0
1000110562;0
1000110563;37
1000110564;0
1000110565;1
1000110566;0
1000110567;29
1000110568;0
1000110569;0
1000110570;0
1000110571;4999
1000110572;0
1000110573;0
1000110574;0
1000110575;223
1000110576;203
1000110577;0
1000110578;144
1000110579;0
1000110580;0
1000110581;0
1000110582;0
1000110583;0
1000110584;26
1000110585;0
1000110586;0
1000110587;68
1000110588;0
1000110589;32
1000110590;0
1000110591;245
1000110592;4
1000110593;0
1000110594;5
1000110595;234
1000110596;0
1000110597;0
1000110598;46
1000110599;0
1000110600;55
1000110601;0
1000110602;0
1000110603;29
1000110604;137
1000110605;0
1000110606;0
1000110607;0
1000110608;0
1000110609;0
1000110610;0
1000110611;73
1000110612;0
1000110613;47
1000110614;0
1000110615;0
1000110616;0
1000110617;0
1000110618;0
1000110619;0
1000110620;1945
1000110621;218
1000110622;0
1000110623;0
1000110624;6
1000110625;10
1000110626;0
1000110627;0
1000110628;0
1000110629;40
1000110630;45
1000110631;58
1000110632;23
1000110633;558
1000110634;0
1000110635;0
1000110636;0
1000110637;0
1000110638;1460
1000110639;0
1000110640;0
1000110641;37
1000110642;0
1000110643;0
1000110644;0
1000110645;0
1000110646;62
1000110647;45
1000110648;0
1000110649;0
1000110650;0
1000110651;130
1000110652;3
1000110653;40
1000110654;194
1000110655;0
1000110656;59
1000110657;26
1000110658;4
1000110659;94
1000110660;230
1000110661;0
1000110662;0
1000110663;32
1000110664;62
1000110665;0
1000110666;0
1000110667;11
1000110668;285
1000110669;0
1000110670;0
1000110671;0
1000110672;0
1000110673;0
1000110674;0
1000110675;0
1000110676;0
1000110677;0
1000110678;0
1000110679;15
1000110680;0
1000110681;0
1000110682;0
1000110683;171
1000110684;261
1000110685;22
1000110686;69
1000110687;242
1000110688;329
1000110689;0
1000110690;0
1000110691;0
1000110692;0
1000110693;0
1000110694;0
1000110695;0
1000110696;0
1000110697;22
1000110698;9
1000110699;0
1000110700;0
1000110701;6474
1000110702;100
1000110703;0
1000110704;2183
1000110705;0
1000110706;0
1000110707;0
1000110708;145
1000110709;0
1000110710;9
1000110711;0
1000110712;0
1000110713;0
1000110714;37
1000110715;0
1000110717;0
1000110718;38
1000110719;0
1000110720;23
1000110721;0
1000110722;122
1000110723;8
1000110724;62
1000110725;0
1000110726;33
1000110727;0
1000110728;0
1000110729;0
1000110730;565
1000110731;0
1000110732;0
1000110733;2
1000110734;0
1000110735;87
1000110736;155
1000110737;0
1000110738;0
1000110739;0
1000110740;95
1000110741;0
1000110742;173
1000110743;0
1000110744;0
1000110745;0
1000110746;0
1000110747;98
1000110748;0
1000110749;0
1000110750;0
1000110751;0
1000110752;0
1000110753;181
1000110754;3255
1000110755;0
1000110756;0
1000110758;0
1000110759;0
1000110760;0
1000110761;0
1000110763;0
1000110764;0
1000110765;0
1000110766;0
1000110767;68
1000110768;0
1000110769;0
1000110770;124
1000110771;0
1000110772;0
1000110773;0
1000110775;0
1000110776;0
1000110777;0
1000110778;0
1000110779;0
1000110780;0
1000110782;0
1000110783;0
1000110784;0
1000110785;0
1000110786;0
1000110787;0
1000110788;0
1000110789;8
1000110790;0
1000110791;0
1000110793;91
1000110795;0
1000110796;0
1000110797;0
1000110798;82
1000110799;0
1000110800;0
1000110801;0
1000110802;0
1000110803;0
1000110804;0
1000110805;0
1000110807;0
1000110808;0
1000110809;360
1000110810;0
1000110811;0
1000110812;77
1000110814;0
1000110815;0
1000110816;0
1000110817;5902
1000110818;0
1000110819;192
1000110820;0
1000110821;0
1000110822;0
1000110823;0
1000110824;0
1000110825;0
1000110826;0
1000110827;0
1000110828;0
1000110829;0
1000110830;0
1000110831;0
1000110832;0
1000110833;0
1000110834;0
1000110835;211
1000110836;0
1000110837;0
1000110838;0
1000110839;0
1000110840;0
1000110841;0
1000110842;0
1000110843;0
1000110844;4
1000110845;0
1000110846;0
1000110847;0
1000110848;17
1000110849;66
1000110850;0
1000110851;0
1000110852;0
1000110853;0
1000110854;0
1000110855;0
1000110856;6
1000110857;0
1000110858;0
1000110859;0
1000110860;0
1000110861;22
1000110862;26
1000110863;0
1000110865;0
1000110866;0
1000110867;0
1000110868;0
1000110869;0
1000110870;0
1000110871;82
1000110872;0
1000110873;0
1000110874;0
1000110875;0
1000110876;0
1000110877;0
1000110878;0
1000110879;0
1000110880;0
1000110881;0
1000110882;0
1000110883;0
1000110884;2028
1000110885;72
1000110886;0
1000110887;0
1000110888;0
1000110889;0
1000110890;0
1000110891;0
1000110892;0
1000110893;0
1000110894;0
1000110895;0
1000110896;0
1000110897;0
1000110898;0
1000110899;0
1000110900;401
1000110901;102
1000110902;0
1000110903;0
1000110904;0
1000110905;218
1000110906;0
1000110907;0
1000110908;0
1000110909;0
1000110911;0
1000110912;0
1000110913;0
1000110914;9
1000110915;433
1000110916;0
1000110917;4
1000110918;0
1000110919;0
1000110920;0
1000110921;0
1000110922;0
1000110923;0
1000110924;0
1000110925;0
1000110926;0
1000110927;3729
1000110928;0
1000110929;0
1000110930;0
1000110931;132
1000110932;43
1000110933;0
1000110934;0
1000110935;422
1000110936;0
1000110937;0
1000110938;0
1000110939;27
1000110940;0
1000110941;0
1000110942;0
1000110943;0
1000110944;0
1000110945;0
1000110946;16
1000110947;196
1000110948;0
1000110949;0
1000110950;0
1000110951;134
1000110952;0
1000110953;0
1000110954;0
1000110955;272
1000110956;0
1000110957;14
1000110958;89
1000110959;0
1000110960;0
1000110961;0
1000110962;6
1000110963;74
1000110964;0
1000110965;0
1000110966;0
1000110967;71
1000110968;0
1000110969;0
1000110970;19
1000110971;0
1000110972;0
1000110973;1133
1000110974;0
1000110975;0
1000110976;4
1000110977;6
1000110978;201
1000110979;0
1000110980;0
1000110981;11
1000110982;7
1000110983;0
1000110984;0
1000110985;0
1000110986;165
1000110988;0
1000110989;6328
1000110990;0
1000110991;0
1000110992;0
1000110993;0
1000110994;0
1000110995;0
1000110996;62
1000110997;0
1000110998;0
1000110999;0
1000111101;106
1000111102;0
1000111103;0
1000111104;0
1000111105;119
1000111107;0
1000111108;0
1000111109;0
1000111110;0
1000111111;0
1000111112;0
1000111113;0
1000111114;0
1000111115;0
1000111116;0
1000111117;50
1000111118;0
1000111119;0
1000111120;109
1000111121;0
1000111122;0
1000111123;0
1000111124;0
1000111125;52
1000111126;0
1000111127;68
1000111128;0
1000111129;0
1000111130;7
1000111131;0
1000111132;0
1000111133;194
1000111134;0
1000111135;4
1000111136;2
1000111138;0
1000111139;0
1000111140;6
1000111141;0
1000111142;0
1000111143;173
1000111144;15
1000111145;0
1000111146;172
1000111147;64
1000111148;1
1000111149;0
1000111150;0
1000111151;0
1000111152;0
1000111153;0
1000111154;49
1000111155;0
1000111666;57
1000111668;0
1000111671;0
1000112102;135
1000112104;0
1000112105;19
1000112106;0
1000112107;0
1000112109;0
1000112111;0
1000112112;0
1000112113;8
1000112115;0
1000112116;0
1000112118;0
1000112119;0
1000112120;66
1000112121;0
1000112122;0
1000112123;0
1000112124;0
1000112125;0
1000112126;0
1000112127;0
1000112128;0
1000112130;0
1000112133;33
1000112134;0
1000112135;0
1000112136;7
1000112137;0
1000112138;0
1000112139;0
1000112142;26
1000112143;0
1000112144;0
1000112145;0
1000112146;0
1000112147;0
1000112148;62
1000112149;1
1000112150;25
1000112153;72
1000112155;0
1000112156;0
1000112157;124
1000112158;0
1000112160;0
1000112161;0
1000112487;0
1000112694;13
1000112764;91
1000112821;0
1000112829;0
1000112830;0
1000113101;0
1000113102;4
1000113103;0
1000113104;0
1000113105;37
1000113106;96
1000113107;293
1000113109;0
1000113110;0
1000113112;0
1000113113;6
1000113114;0
1000113115;0
1000113116;25
1000113117;156
1000113118;64
1000113119;120
1000113120;0
1000113121;0
1000113122;10
1000113123;0
1000113124;0
1000113125;46
1000113127;62
1000113128;0
1000113129;0
1000113131;0
1000113132;0
1000113134;28
1000113135;0
1000113138;0
1000113139;50
1000113140;241
1000113141;59
1000113142;441
1000113145;31
1000113146;0
1000113147;0
1000113148;0
1000113149;0
1000113151;0
1000113152;6404
1000113153;16
1000113154;119
1000113155;0
1000113156;24
1000113157;0
1000113158;31
1000113159;15
1000113160;69
1000113161;0
1000113162;0
1000113163;0
1000113164;0
1000113165;0
1000113166;0
1000113168;0
1000113169;0
1000113170;24
1000113171;0
1000113172;0
1000113173;0
1000113175;185
1000113176;744
1000113178;0
1000113180;0
1000113182;192
1000113183;207
1000113185;788
1000113188;44
1000113189;0
1000113190;0
1000113191;45
1000113192;0
1000114101;0
1000114102;0
1000114103;187
1000114104;0
1000114105;0
1000114106;145
1000114107;0
1000114110;111
1000114111;0
1000114114;4
1000114115;0
1000114117;0
1000114123;0
1000114124;0
1000114125;48
1000114126;0
1000114127;0
1000114128;0
1000114129;0
1000114130;0
1000114131;0
1000114132;0
1000114133;0
1000114134;27
1000114135;48
1000114136;9311
1000114137;0
1000114138;0
1000114139;0
1000114142;0
1000114143;0
1000114144;0
1000114145;319
1000114146;99
1000114147;13
1000114149;17
1000114150;57
1000114153;0
1000114154;0
1000115102;3
1000115105;9
1000115108;0
1000115110;401
1000115112;0
1000115113;44
1000115118;0
1000115121;0
1000115122;0
1000115124;0
1000115125;71
1000115126;39
1000115128;224
1000115129;28
1000115131;0
1000115135;0
1000115139;0
1000115142;179
1000210001;965
1000210003;56
1000210004;2838
1000210005;0
1000210006;155
1000210007;0
1000210008;9003
1000210009;0
1000210010;46
1000210011;0
1000210012;0
1000210013;31
1000210014;0
1000210015;67
1000210016;0
1000210017;4
1000210018;0
1000210019;0
1000210020;0
1000210021;0
1000210022;0
1000210023;0
1000210024;7
1000210025;65
1000210026;0
1000210027;0
1000210029;0
1000210030;25
1000210031;7
1000210032;0
1000210033;0
1000210035;3518
1000210036;92
1000210037;16
1000210038;47
1000210039;167
1000210040;168
1000210041;0
1000210042;93
1000210043;83
1000210044;0
1000210045;0
1000210046;23
1000210047;0
1000210048;41
1000210049;0
1000210050;0
1000210051;0
1000210052;0
1000210053;0
1000210054;0
1000210055;0
1000210056;0
1000210057;32
1000210058;0
1000210059;0
1000210060;0
1000210061;16
1000210062;0
1000210063;0
1000210064;0
1000210065;4444
1000210066;0
1000210067;0
1000210068;46
1000210070;155
1000210071;50
1000210072;0
1000210073;0
1000210074;0
1000210075;0
1000210076;0
1000210077;26
1000210078;114
1000210079;0
1000210080;183
1000210081;0
1000210082;0
1000210083;156
1000210084;5
1000210085;0
1000210086;0
1000210087;153
1000210088;0
1000210089;146
1000210090;0
1000210091;14
1000210092;0
1000210093;26
1000210094;15
1000210095;203
1000210096;0
1000210097;106
1000210098;82
1000210099;0
1000210100;0
1000210101;22
1000210102;211
1000210103;73
1000210104;0
1000210105;0
1000210106;0
1000210107;0
1000210108;0
1000210109;0
1000210110;0
1000210111;0
1000210112;0
1000210113;0
1000210114;0
1000210115;0
1000210117;0
1000210118;248
1000210119;0
1000210121;0
1000210122;0
1000210123;0
1000210124;19
1000210125;0
1000210126;0
1000210127;0
1000210128;132
1000210129;0
1000210130;220
1000210131;10
1000210132;0
1000210133;0
1000210134;117
1000210135;0
1000210136;0
1000210137;0
1000210139;104
1000210140;0
1000210141;0
1000210142;0
1000210143;0
1000210144;0
1000210145;0
1000210146;0
1000210147;0
1000210148;27
1000210149;0
1000210150;0
1000210151;25
1000210152;0
1000210153;0
1000210154;24
1000210155;0
1000210156;0
1000210157;0
1000210158;0
1000210159;0
1000210161;0
1000210162;0
1000210163;261
1000210164;0
1000210165;0
1000210166;0
1000210167;0
1000210168;0
1000210169;0
1000210170;48
1000210171;0
1000210172;0
1000210173;0
1000210174;0
1000210175;0
1000210176;0
1000210177;0
1000210178;0
1000210179;0
1000210180;61
1000210181;0
1000210182;0
1000210183;0
1000210184;0
1000210185;0
1000210186;0
1000210187;995
1000210188;0
1000210189;79
1000210190;0
1000210191;0
1000210192;0
1000210193;12
1000210194;0
1000210195;0
1000210196;0
1000210197;124
1000210198;0
1000210200;0
1000210201;0
1000210202;0
1000210203;4
1000210204;0
1000210205;0
1000210206;26
1000210207;846
1000210208;0
1000210209;0
1000210210;228
1000210211;2
1000210212;0
1000210214;0
1000210215;0
1000210216;0
1000210217;0
1000210219;0
1000210220;0
1000210221;0
1000210222;0
1000210223;127
1000210224;0
1000210225;0
1000210226;0
1000210227;0
1000210228;34
1000210229;0
1000210230;0
1000210231;0
1000210232;0
1000210233;9
1000210234;23
1000210235;12
1000210236;80
1000210237;0
1000210238;2
1000210239;0
1000210240;0
1000210241;0
1000210242;0
1000210243;0
1000210244;0
1000210245;229
1000210246;0
1000210247;34
1000210248;12
1000210250;0
1000210251;0
1000210252;0
1000210253;0
1000210254;0
1000210255;0
1000210256;0
1000210257;42
1000210258;0
1000210259;42
1000210260;0
1000210261;6
1000210262;176
1000210263;0
1000210264;0
1000210265;0
1000210266;261
1000210267;0
1000210268;18
1000210269;0
1000210270;0
1000210271;0
1000210272;0
1000210273;0
1000210274;0
1000210275;0
1000210276;0
1000210277;15
1000210278;94
1000210279;0
1000210280;0
1000210281;0
1000210282;95
1000210283;21
1000210284;1
1000210285;0
1000210286;5
1000210287;0
1000210288;0
1000210289;0
1000210290;35
1000210291;0
1000210292;12
1000210293;0
1000210294;0
1000210295;0
1000210296;0
1000210297;0
1000210298;0
1000210299;0
1000210300;0
1000210301;6
1000210303;0
1000210304;0
1000210305;20
1000210306;0
1000210307;11
1000210308;82
1000210309;0
1000210310;0
1000210311;0
1000210312;0
1000210313;28
1000210314;0
1000210315;0
1000210316;0
1000210317;0
1000210318;0
1000210319;0
1000210320;0
1000210321;0
1000210322;0
1000210323;0
1000210324;0
1000210325;0
1000210326;0
1000210327;0
1000210328;0
1000210329;0
1000210330;0
1000210331;18
1000210332;65
1000210333;0
1000210334;0
1000210335;121
1000210337;0
1000210338;0
1000210339;0
1000210340;85
1000210341;6
1000210342;0
1000210343;0
1000210344;0
1000210345;21
1000210346;6
1000210347;0
1000210348;0
1000210349;0
1000210350;0
1000210351;0
1000210352;0
1000210353;9
1000210354;0
1000210355;58
1000210356;0
1000210357;0
1000210358;0
1000210359;0
1000210360;1599
1000210361;0
1000210362;0
1000210363;0
1000210364;18
1000210365;0
1000210366;0
1000210367;0
1000210368;54
1000210369;0
1000210370;0
1000210371;43
1000210372;0
1000210373;0
1000210374;6
1000210375;0
1000210376;54
1000210377;0
1000210378;270
1000210379;4
1000210380;0
1000210381;6
1000210382;0
1000210383;0
1000210384;91
1000210385;0
1000210386;0
1000210387;0
1000210388;0
1000210389;47
1000210390;0
1000210391;5
1000210392;0
1000210393;27
1000210394;0
1000210395;0
1000210396;11
1000210397;35
1000210398;0
1000210399;0
1000210401;0
1000210402;33
1000210403;18
1000210404;0
1000210405;0
1000210406;0
1000210407;0
1000210408;0
1000210409;53
1000210410;156
1000210411;0
1000210412;0
1000210413;24
1000210414;67
1000210415;0
1000210416;0
1000210417;0
1000210418;0
1000210419;0
1000210420;0
1000210421;25
1000210422;4740
1000210423;0
1000210424;15
1000210425;0
1000210426;0
1000210427;0
1000210429;0
1000210430;0
1000210431;0
1000210432;0
1000210433;0
1000210434;0
1000210436;0
1000210437;0
1000210438;0
1000210439;0
1000210440;38
1000210441;0
1000210442;0
1000210443;0
1000210444;0
1000210445;0
1000210446;13
1000210447;0
1000210448;0
1000210449;0
1000210450;0
1000210451;0
1000210452;0
1000210453;0
1000210454;0
1000210455;0
1000210456;0
1000210457;30
1000210458;316
1000210459;0
1000210460;89
1000210461;0
1000210462;140
1000210463;0
1000210464;0
1000210465;0
1000210466;0
1000210467;5
1000210468;0
1000210469;49
1000210470;0
1000210471;0
1000210472;0
1000210473;48
1000210474;0
1000210475;134
1000210476;0
1000210477;0
1000210478;0
1000210479;0
1000210480;0
1000210481;0
1000210482;0
1000210483;46
1000210484;0
1000210485;0
1000210486;174
1000210487;0
1000210488;0
1000210489;0
1000210491;0
1000210492;3
1000210493;0
1000210494;151
1000210495;0
1000210496;0
1000210497;405
1000210498;0
1000210499;0
1000210500;0
1000210501;0
1000210502;41
1000210503;13
1000210504;0
1000210505;0
1000210506;57
1000210507;0
1000210508;0
1000210509;143
1000210510;22
1000210511;0
1000210512;0
1000210513;0
1000210514;0
1000210515;0
1000210516;28
1000210517;0
1000210518;0
1000210519;0
1000210520;7
1000210521;124
1000210522;0
1000210523;0
1000210524;0
1000210525;0
1000210526;0
1000210527;98
1000210528;15
1000210529;0
1000210530;0
1000210531;0
1000210532;0
1000210533;0
1000210534;0
1000210535;94
1000210536;21
1000210537;0
1000210538;0
1000210539;0
1000210540;0
1000210541;0
1000210542;199
1000210543;0
1000210544;0
1000210545;0
1000210546;0
1000210547;0
1000210548;0
1000210549;24
1000210550;21
1000210551;0
1000210552;0
1000210553;0
1000210554;0
1000210555;27
1000210556;41
1000210557;0
1000210558;0
1000210559;0
1000210560;31
1000210561;0
1000210562;0
1000210563;11
1000210564;0
1000210565;0
1000210566;0
1000210567;0
1000210568;145
1000210569;14
1000210570;0
1000210571;0
1000210572;532
1000210573;0
1000210574;24
1000210575;0
1000210576;0
1000210577;0
1000210578;0
1000210579;0
1000210580;240
1000210581;16
1000210582;14
1000210583;0
1000210584;0
1000210585;0
1000210586;0
1000210587;0
1000210588;0
1000210589;0
1000210590;0
1000210591;0
1000210592;0
1000210593;0
1000210595;0
1000210596;0
1000210597;0
1000210598;0
1000210599;0
1000210600;13
1000210601;18
1000210602;0
1000210603;0
1000210604;0
1000210605;0
1000210606;0
1000210607;0
1000210608;0
1000210609;200
1000210610;0
1000210611;0
1000210612;0
1000210613;0
1000210614;0
1000210615;68
1000210616;0
1000210617;0
1000210618;0
1000210619;0
1000210620;0
1000210621;0
1000210622;1
1000210623;9
1000210624;0
1000210625;3074
1000210626;0
1000210627;0
1000210628;0
1000210629;0
1000210630;0
1000210631;0
1000210632;0
1000210633;96
1000210634;0
1000210635;0
1000210636;0
1000210637;80
1000210638;34
1000210639;0
1000210640;0
1000210641;124
1000210642;0
1000210643;0
1000210644;0
1000210645;0
1000210646;0
1000210647;0
1000210648;0
1000210649;0
1000210650;0
1000210651;0
1000210652;0
1000210653;0
1000210654;0
1000210655;0
1000210656;0
1000210657;0
1000210658;0
1000210659;0
1000210660;329
1000210662;13
1000210663;0
1000210664;0
1000210665;0
1000210667;0
1000210668;0
1000210669;0
1000210671;3
1000210672;0
1000210673;0
1000210674;31
1000210675;0
1000210676;116
1000210677;0
1000210678;0
1000210679;0
1000210680;0
1000210681;0
1000210682;132
1000210683;0
1000210684;0
1000210685;0
1000210686;0
1000210687;0
1000210689;0
1000210690;53
1000210691;0
1000210692;0
1000210693;0
1000210694;0
1000210695;23
1000210696;59
1000210697;0
1000210698;1
1000210699;0
1000210700;91
1000210701;0
1000210702;0
1000210703;0
1000210704;81
1000210705;0
1000210706;7
1000210707;0
1000210708;0
1000210709;21
1000210710;11
1000210711;0
1000210712;0
1000210713;9
1000210714;0
1000210715;52
1000210717;0
1000210718;0
1000210719;0
1000210720;66
1000210721;11
1000210722;0
1000210723;34
1000210724;0
1000210725;68
1000210726;0
1000210727;0
1000210728;0
1000210729;204
1000210730;0
1000210732;0
1000210733;0
1000210734;0
1000210735;271
1000210736;94
1000210737;0
1000210738;92
1000210739;0
1000210740;83
1000210741;0
1000210742;21
1000210743;6
1000210744;0
1000210745;80
1000210746;0
1000210747;0
1000210748;0
1000210749;92
1000210750;0
1000210751;89
1000210752;7
1000210753;2
1000210754;75
1000210755;0
1000210756;0
1000210757;31
1000210758;8
1000210759;0
1000210760;0
1000210761;110
1000210762;0
1000210764;0
1000210765;0
1000210766;0
1000210767;406
1000210768;0
1000210769;189
1000210770;362
1000210771;0
1000210772;0
1000210773;0
1000210774;0
1000210775;10
1000210776;0
1000210777;0
1000210778;165
1000210779;39
1000210780;151
1000210781;2
1000210782;0
1000210783;0
1000210784;0
1000210785;14
1000210786;43
1000210787;0
1000210789;1
1000210790;64
1000210792;0
1000210793;0
1000210794;757
1000210795;0
1000210796;0
1000210797;0
1000210798;0
1000210799;0
1000210800;0
1000210801;0
1000210802;0
1000210803;0
1000210804;0
1000210805;0
1000210806;0
1000210807;0
1000210808;0
